t,rx_packets,tx_packets,rx_silent_s,state,tec,rec,restarted,bus_errors,arbit_lost,error_warn,error_pass,bus_off
1788435114.2854116,4148536,1970369,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.2916105,4148556,1970383,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3016515,4148568,1970397,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.311634,4148581,1970408,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.321724,4148596,1970417,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3316288,4148615,1970429,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3417177,4148649,1970436,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3517895,4148677,1970451,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3616712,4148708,1970460,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3716362,4148732,1970474,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3816197,4148761,1970486,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.3916554,4148793,1970502,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.401665,4148816,1970510,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4116173,4148832,1970515,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4216359,4148848,1970530,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4316063,4148869,1970538,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4416983,4148900,1970551,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4516542,4148932,1970561,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.461583,4148959,1970579,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.4716027,4148971,1970586,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.48159,4148984,1970600,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.491879,4149002,1970611,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5016108,4149015,1970627,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5115957,4149030,1970641,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5215952,4149050,1970650,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.531619,4149062,1970656,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5415895,4149078,1970671,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5515974,4149090,1970691,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5616148,4149105,1970701,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5716286,4149120,1970713,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.5816004,4149135,1970733,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.591596,4149158,1970743,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6016023,4149191,1970756,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.611595,4149220,1970775,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6215973,4149252,1970789,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.631601,4149280,1970795,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.641591,4149315,1970808,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6515944,4149346,1970824,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6616023,4149376,1970831,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.671592,4149393,1970848,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6815774,4149417,1970866,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.6916072,4149433,1970873,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7015913,4149448,1970887,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.711588,4149468,1970892,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.721597,4149502,1970908,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7315993,4149528,1970913,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7415957,4149539,1970929,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7515745,4149567,1970938,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7615983,4149596,1970948,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.771622,4149603,1970964,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.7875254,4149619,1970978,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.791581,4149630,1970992,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8016167,4149641,1971004,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8116038,4149658,1971020,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8216305,4149673,1971034,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8315911,4149687,1971046,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8415945,4149702,1971058,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8516016,4149713,1971076,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.861593,4149731,1971090,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8716187,4149743,1971100,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8815992,4149758,1971118,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.8915944,4149773,1971125,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.901604,4149793,1971137,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9115932,4149820,1971149,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9215946,4149846,1971160,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9316144,4149873,1971172,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9415965,4149895,1971188,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9516215,4149917,1971192,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9616008,4149939,1971206,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.971603,4149965,1971221,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.9816003,4149991,1971237,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435114.991592,4150024,1971242,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.0016012,4150049,1971258,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.011604,4150065,1971267,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.0216007,4150088,1971279,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.0315802,4150112,1971293,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.041622,4150138,1971301,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.051604,4150167,1971316,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.061586,4150195,1971335,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.0717347,4150222,1971346,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.081604,4150252,1971357,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.0915885,4150267,1971377,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1019561,4150292,1971387,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1116004,4150318,1971396,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.121543,4150335,1971412,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1315947,4150350,1971421,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1415894,4150366,1971429,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1515436,4150382,1971447,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1615286,4150396,1971462,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1716073,4150409,1971475,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.181601,4150428,1971485,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.1915834,4150440,1971491,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2015884,4150456,1971503,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2115955,4150478,1971506,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.221534,4150492,1971521,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2315748,4150510,1971538,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2415981,4150540,1971541,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2515948,4150570,1971559,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2616034,4150598,1971569,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2716014,4150628,1971587,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.2855902,4150656,1971601,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.291574,4150686,1971615,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3016245,4150698,1971622,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3116045,4150734,1971633,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3216329,4150761,1971650,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3315628,4150788,1971661,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3415933,4150810,1971677,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3515453,4150823,1971692,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3615656,4150834,1971706,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3716347,4150854,1971720,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3816924,4150868,1971726,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.3916345,4150884,1971733,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4016366,4150902,1971748,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.411663,4150919,1971757,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4215448,4150934,1971759,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4316618,4150947,1971776,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4415896,4150963,1971786,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4516153,4150977,1971802,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4616802,4150986,1971818,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4715805,4151003,1971823,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4816165,4151014,1971837,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.4915586,4151030,1971846,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5016131,4151045,1971859,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5115478,4151059,1971871,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.521554,4151074,1971886,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5316353,4151096,1971896,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.541541,4151111,1971904,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5516047,4151120,1971920,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5615401,4151136,1971934,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.571623,4151150,1971938,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5816412,4151165,1971953,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.5915916,4151187,1971962,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6016185,4151200,1971979,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6116393,4151213,1971992,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6215382,4151232,1972007,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6316764,4151244,1972015,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6416655,4151256,1972026,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6516063,4151274,1972042,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6616588,4151306,1972052,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.671667,4151336,1972060,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6816325,4151356,1972074,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.6916087,4151385,1972091,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.701609,4151413,1972102,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7115521,4151442,1972119,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7216585,4151470,1972129,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7316277,4151497,1972146,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7416332,4151525,1972154,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7517095,4151549,1972166,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.761669,4151579,1972182,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7716136,4151611,1972196,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7884188,4151646,1972205,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.7915812,4151681,1972217,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.801626,4151710,1972231,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8116896,4151735,1972238,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8216023,4151763,1972252,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.831628,4151789,1972266,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8415768,4151820,1972273,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8516421,4151848,1972286,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8617387,4151885,1972298,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8715637,4151914,1972315,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.882434,4151949,1972318,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.8914983,4151976,1972332,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.901681,4152001,1972350,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9115062,4152024,1972364,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.92172,4152056,1972374,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9317713,4152087,1972387,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9416957,4152102,1972399,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.95165,4152116,1972413,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9618256,4152130,1972421,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9717174,4152143,1972429,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9817302,4152158,1972440,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435115.9916067,4152177,1972455,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0015745,4152192,1972457,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0115972,4152207,1972471,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0216513,4152223,1972490,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0316339,4152233,1972498,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0416265,4152249,1972507,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0516188,4152268,1972525,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0615985,4152283,1972539,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.071699,4152297,1972550,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0815446,4152308,1972563,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.0916111,4152326,1972581,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1016407,4152340,1972589,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1116147,4152356,1972609,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1216931,4152371,1972623,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1317797,4152389,1972624,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1416802,4152402,1972637,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1516392,4152415,1972651,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1616144,4152426,1972664,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1716876,4152439,1972673,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1816137,4152460,1972693,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.1916647,4152474,1972696,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.2015808,4152489,1972707,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.2116582,4152505,1972721,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.2216566,4152523,1972735,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.2316992,4152538,1972745,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.241665,4152553,1972762,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.251667,4152569,1972772,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.261627,4152584,1972790,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.271617,4152599,1972805,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.28162,4152614,1972819,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.2990837,4152627,1972833,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.301727,4152640,1972847,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3116267,4152654,1972861,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3216183,4152666,1972875,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3316228,4152682,1972883,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3416421,4152704,1972897,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3515997,4152720,1972905,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.361738,4152733,1972924,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3716822,4152750,1972924,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.3816361,4152762,1972935,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.391674,4152773,1972949,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4016643,4152796,1972958,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4115934,4152810,1972969,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.42168,4152826,1972981,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4316196,4152841,1972991,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.44166,4152856,1973008,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4516306,4152871,1973011,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4616168,4152887,1973029,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4717026,4152903,1973036,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4815872,4152917,1973048,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.4916506,4152931,1973064,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.501638,4152953,1973067,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.511625,4152963,1973077,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5216072,4152975,1973089,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.531649,4153001,1973093,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5415823,4153029,1973106,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5515366,4153054,1973120,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5616345,4153082,1973130,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5716124,4153114,1973147,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.581639,4153141,1973152,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.5915937,4153172,1973169,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.601627,4153204,1973183,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6115832,4153234,1973197,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6216414,4153259,1973206,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6316407,4153288,1973213,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6415796,4153316,1973232,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6516638,4153344,1973239,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6616273,4153374,1973253,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6716418,4153406,1973267,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6817012,4153439,1973277,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.6920052,4153471,1973295,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7016668,4153494,1973300,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.711603,4153523,1973316,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7216463,4153553,1973324,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7316678,4153585,1973328,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.741636,4153614,1973344,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7516782,4153647,1973356,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7616322,4153680,1973368,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.771646,4153709,1973386,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7816308,4153725,1973392,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.7971792,4153742,1973407,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.801743,4153772,1973419,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.811808,4153809,1973429,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8216288,4153837,1973433,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8315926,4153854,1973449,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8416204,4153869,1973462,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8516905,4153883,1973473,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.861641,4153901,1973485,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8715892,4153913,1973501,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8815525,4153929,1973513,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.8916125,4153940,1973533,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9016109,4153956,1973541,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9115996,4153970,1973561,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9216213,4153982,1973575,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9316244,4153994,1973586,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.941616,4154011,1973603,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9516299,4154025,1973617,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9616318,4154039,1973631,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9716322,4154055,1973642,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9820793,4154068,1973662,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435116.9916303,4154083,1973673,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.001596,4154097,1973687,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0115964,4154106,1973701,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0216074,4154121,1973715,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.031583,4154133,1973728,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0416098,4154146,1973738,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0515993,4154160,1973752,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.061622,4154174,1973771,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0715308,4154190,1973785,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.0815642,4154208,1973799,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.091625,4154224,1973813,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.1016004,4154237,1973827,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.1115494,4154255,1973841,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
1788435117.121679,4154285,1973852,0.0,ERROR-ACTIVE,0,0,0,0,0,5,5,0
